# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3008, i.e. number of multipoles equal to 3007
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  351       3.329022075954e-10       2.444068767731e-12       1.205746319843e-11       0.000000000000e+00       2.445366442712e-13       4.244559365262e-14       2.285459131372e-15 
  352       3.295043540899e-10       2.464082411005e-12       1.186061600524e-11       0.000000000000e+00       2.422615620258e-13       4.176609590461e-14       2.282480291840e-15 
  353       3.261554936920e-10       2.483786813235e-12       1.166015891762e-11       0.000000000000e+00       2.400145869399e-13       4.109366944577e-14       2.279253269747e-15 
  354       3.228563201785e-10       2.503173012662e-12       1.145617556995e-11       0.000000000000e+00       2.377953558521e-13       4.042838783981e-14       2.275785625438e-15 
  355       3.196075188875e-10       2.522231958772e-12       1.124875200330e-11       0.000000000000e+00       2.356034824308e-13       3.977032246289e-14       2.272085137348e-15 
  356       3.164097665886e-10       2.540954511955e-12       1.103797668289e-11       0.000000000000e+00       2.334385569664e-13       3.911954247674e-14       2.268159803606e-15 
  357       3.132637313531e-10       2.559331443163e-12       1.082394051559e-11       0.000000000000e+00       2.313001461635e-13       3.847611480190e-14       2.264017843643e-15 
  358       3.101700724247e-10       2.577353433567e-12       1.060673686737e-11       0.000000000000e+00       2.291877929334e-13       3.784010409094e-14       2.259667699794e-15 
  359       3.071294400898e-10       2.595011074213e-12       1.038646158082e-11       0.000000000000e+00       2.271010161864e-13       3.721157270160e-14       2.255118038907e-15 
  360       3.041424755476e-10       2.612294865685e-12       1.016321299262e-11       0.000000000000e+00       2.250393106238e-13       3.659058067003e-14       2.250377753947e-15 
  361       3.012098107811e-10       2.629195217753e-12       9.937091950989e-12       0.000000000000e+00       2.230021465306e-13       3.597718568396e-14       2.245455965603e-15 
  362       2.983320684268e-10       2.645702449043e-12       9.708201833205e-12       0.000000000000e+00       2.209889695676e-13       3.537144305593e-14       2.240362023893e-15 
  363       2.955098616456e-10       2.661806786683e-12       9.476648563071e-12       0.000000000000e+00       2.189992005636e-13       3.477340569644e-14       2.235105509767e-15 
  364       2.927437939930e-10       2.677498365968e-12       9.242540628395e-12       0.000000000000e+00       2.170322353080e-13       3.418312408718e-14       2.229696236720e-15 
  365       2.900344592897e-10       2.692767230017e-12       9.005989098473e-12       0.000000000000e+00       2.150874443430e-13       3.360064625423e-14       2.224144252389e-15 
  366       2.873824414913e-10       2.707603329425e-12       8.767107641569e-12       0.000000000000e+00       2.131641727557e-13       3.302601774125e-14       2.218459840165e-15 
  367       2.847883145599e-10       2.721996521928e-12       8.526012542396e-12       0.000000000000e+00       2.112617399706e-13       3.245928158264e-14       2.212653520796e-15 
  368       2.822526423332e-10       2.735936572056e-12       8.282822719600e-12       0.000000000000e+00       2.093794395420e-13       3.190047827679e-14       2.206736053995e-15 
  369       2.797759783958e-10       2.749413150792e-12       8.037659743234e-12       0.000000000000e+00       2.075165389460e-13       3.134964575927e-14       2.200718440040e-15 
  370       2.773588659493e-10       2.762415835231e-12       7.790647852248e-12       0.000000000000e+00       2.056722793732e-13       3.080681937598e-14       2.194611921389e-15 
  371       2.750017774725e-10       2.774935408803e-12       7.541904954339e-12       0.000000000000e+00       2.038460141285e-13       3.027202179914e-14       2.188425831251e-15 
  372       2.727049313656e-10       2.786967818727e-12       7.291515201671e-12       0.000000000000e+00       2.020376302258e-13       2.974523239485e-14       2.182161043278e-15 
  373       2.704684678823e-10       2.798510372629e-12       7.039555377115e-12       0.000000000000e+00       2.002471428707e-13       2.922641660522e-14       2.175816268897e-15 
  374       2.682925085120e-10       2.809560452728e-12       6.786103824681e-12       0.000000000000e+00       1.984745582546e-13       2.871553586205e-14       2.169390186957e-15 
  375       2.661771557971e-10       2.820115516619e-12       6.531240459159e-12       0.000000000000e+00       1.967198734667e-13       2.821254755125e-14       2.162881443459e-15 
  376       2.641224931515e-10       2.830173098072e-12       6.275046775757e-12       0.000000000000e+00       1.949830764074e-13       2.771740497739e-14       2.156288651288e-15 
  377       2.621285846785e-10       2.839730807810e-12       6.017605859742e-12       0.000000000000e+00       1.932641457009e-13       2.723005732803e-14       2.149610389949e-15 
  378       2.601954749891e-10       2.848786334302e-12       5.759002396083e-12       0.000000000000e+00       1.915630506080e-13       2.675044963827e-14       2.142845205302e-15 
  379       2.583231890194e-10       2.857337444554e-12       5.499322679086e-12       0.000000000000e+00       1.898797509390e-13       2.627852275516e-14       2.135991609291e-15 
  380       2.565117318493e-10       2.865381984892e-12       5.238654622038e-12       0.000000000000e+00       1.882141969664e-13       2.581421330215e-14       2.129048079684e-15 
  381       2.547610885204e-10       2.872917881754e-12       4.977087766848e-12       0.000000000000e+00       1.865663293381e-13       2.535745364355e-14       2.122013059801e-15 
  382       2.530712238537e-10       2.879943142478e-12       4.714713293682e-12       0.000000000000e+00       1.849360789897e-13       2.490817184899e-14       2.114884958250e-15 
  383       2.514420822681e-10       2.886455856090e-12       4.451624030609e-12       0.000000000000e+00       1.833233670576e-13       2.446629165786e-14       2.107662148663e-15 
  384       2.498735875980e-10       2.892454194093e-12       4.187914463240e-12       0.000000000000e+00       1.817281047918e-13       2.403173244375e-14       2.100342969423e-15 
  385       2.483656429117e-10       2.897936411254e-12       3.923680744365e-12       0.000000000000e+00       1.801501934689e-13       2.360440917894e-14       2.092925723408e-15 
  386       2.469181303293e-10       2.902900846394e-12       3.659020703596e-12       0.000000000000e+00       1.785895243044e-13       2.318423239881e-14       2.085408677713e-15 
  387       2.455309108408e-10       2.907345923175e-12       3.394033857007e-12       0.000000000000e+00       1.770459783662e-13       2.277110816632e-14       2.077790063393e-15 
  388       2.442038241240e-10       2.911270150893e-12       3.128821416775e-12       0.000000000000e+00       1.755194264870e-13       2.236493803645e-14       2.070068075192e-15 
  389       2.429366883627e-10       2.914672125259e-12       2.863486300817e-12       0.000000000000e+00       1.740097291771e-13       2.196561902067e-14       2.062240871278e-15 
  390       2.417293000645e-10       2.917550529192e-12       2.598133142434e-12       0.000000000000e+00       1.725167365375e-13       2.157304355135e-14       2.054306572977e-15 
  391       2.405814338794e-10       2.919904133609e-12       2.332868299948e-12       0.000000000000e+00       1.710402881726e-13       2.118709944625e-14       2.046263264506e-15 
  392       2.394928424170e-10       2.921731798209e-12       2.067799866346e-12       0.000000000000e+00       1.695802131027e-13       2.080766987297e-14       2.038108992707e-15 
  393       2.384632560653e-10       2.923032472265e-12       1.803037678916e-12       0.000000000000e+00       1.681363296775e-13       2.043463331338e-14       2.029841766779e-15 
  394       2.374923828084e-10       2.923805195411e-12       1.538693328891e-12       0.000000000000e+00       1.667084454883e-13       2.006786352810e-14       2.021459558017e-15 
  395       2.365799080445e-10       2.924049098431e-12       1.274880171085e-12       0.000000000000e+00       1.652963572811e-13       1.970722952091e-14       2.012960299537e-15 
  396       2.357254944042e-10       2.923763404046e-12       1.011713333540e-12       0.000000000000e+00       1.638998508695e-13       1.935259550326e-14       2.004341886020e-15 
  397       2.349287815682e-10       2.922947427705e-12       7.493097271569e-13       0.000000000000e+00       1.625187010474e-13       1.900382085866e-14       1.995602173437e-15 
  398       2.341893860855e-10       2.921600578372e-12       4.877880553447e-13       0.000000000000e+00       1.611526715018e-13       1.866076010719e-14       1.986738978786e-15 
  399       2.335069011917e-10       2.919722359314e-12       2.272688236552e-13       0.000000000000e+00       1.598015147256e-13       1.832326286992e-14       1.977750079829e-15 
  400       2.328808966265e-10       2.917312368889e-12      -3.212565057486e-14       0.000000000000e+00       1.584649719306e-13       1.799117383333e-14       1.968633214818e-15 
  401       2.323109184522e-10       2.914370301338e-12      -2.902712285839e-13       0.000000000000e+00       1.571427729602e-13       1.766433271386e-14       1.959386082237e-15 
  402       2.317964888716e-10       2.910895947570e-12      -5.470419405449e-13       0.000000000000e+00       1.558346362022e-13       1.734257422224e-14       1.950006340529e-15 
  403       2.313371060459e-10       2.906889195950e-12      -8.023099759259e-13       0.000000000000e+00       1.545402685017e-13       1.702572802805e-14       1.940491607835e-15 
  404       2.309322439130e-10       2.902350033090e-12      -1.055945673849e-12       0.000000000000e+00       1.532593650740e-13       1.671361872408e-14       1.930839461723e-15 
  405       2.305813520053e-10       2.897278544637e-12      -1.307817513451e-12       0.000000000000e+00       1.519916094171e-13       1.640606579087e-14       1.921047438927e-15 
  406       2.302838552680e-10       2.891674916060e-12      -1.557792104241e-12       0.000000000000e+00       1.507366732249e-13       1.610288356110e-14       1.911113035074e-15 
  407       2.300391538769e-10       2.885539433440e-12      -1.805734176464e-12       0.000000000000e+00       1.494942162998e-13       1.580388118404e-14       1.901033704423e-15 
  408       2.298466230564e-10       2.878872484257e-12      -2.051506571457e-12       0.000000000000e+00       1.482638864657e-13       1.550886259005e-14       1.890806859599e-15 
  409       2.297056128980e-10       2.871674558179e-12      -2.294970232012e-12       0.000000000000e+00       1.470453194806e-13       1.521762645499e-14       1.880429871320e-15 
  410       2.296154481777e-10       2.863946247851e-12      -2.535984192731e-12       0.000000000000e+00       1.458381389495e-13       1.492996616470e-14       1.869900068141e-15 
  411       2.295754734578e-10       2.855688961011e-12      -2.774420301268e-12       0.000000000000e+00       1.446420227890e-13       1.464570730282e-14       1.859215545663e-15 
  412       2.295851905172e-10       2.846907082942e-12      -3.010207974782e-12       0.000000000000e+00       1.434569053855e-13       1.436482164632e-14       1.848377626241e-15 
  413       2.296441254193e-10       2.837605891976e-12      -3.243291005926e-12       0.000000000000e+00       1.422827824086e-13       1.408731712796e-14       1.837388485666e-15 
  414       2.297517835179e-10       2.827790856355e-12      -3.473612975615e-12       0.000000000000e+00       1.411196448643e-13       1.381320066777e-14       1.826250351836e-15 
  415       2.299076493076e-10       2.817467635524e-12      -3.701117253826e-12       0.000000000000e+00       1.399674790560e-13       1.354247816417e-14       1.814965505067e-15 
  416       2.301111862735e-10       2.806642081425e-12      -3.925747000394e-12       0.000000000000e+00       1.388262665435e-13       1.327515448494e-14       1.803536278392e-15 
  417       2.303618367416e-10       2.795320239788e-12      -4.147445165812e-12       0.000000000000e+00       1.376959841034e-13       1.301123345828e-14       1.791965057880e-15 
  418       2.306590217291e-10       2.783508351423e-12      -4.366154492033e-12       0.000000000000e+00       1.365766036892e-13       1.275071786389e-14       1.780254282931e-15 
  419       2.310021407941e-10       2.771212853516e-12      -4.581817513263e-12       0.000000000000e+00       1.354680923911e-13       1.249360942397e-14       1.768406446595e-15 
  420       2.313905718862e-10       2.758440380917e-12      -4.794376556769e-12       0.000000000000e+00       1.343704123960e-13       1.223990879427e-14       1.756424095871e-15 
  421       2.318236711960e-10       2.745197767436e-12      -5.003773743668e-12       0.000000000000e+00       1.332835209477e-13       1.198961555516e-14       1.744309832016e-15 
  422       2.323007730062e-10       2.731492047134e-12      -5.209950989733e-12       0.000000000000e+00       1.322073703066e-13       1.174272820265e-14       1.732066310856e-15 
  423       2.328211895406e-10       2.717330455615e-12      -5.412850006191e-12       0.000000000000e+00       1.311419077097e-13       1.149924413945e-14       1.719696243089e-15 
  424       2.333842108152e-10       2.702720431321e-12      -5.612412300519e-12       0.000000000000e+00       1.300870753308e-13       1.125915966598e-14       1.707202394596e-15 
  425       2.339891044878e-10       2.687669616823e-12      -5.808579177246e-12       0.000000000000e+00       1.290428102406e-13       1.102246997147e-14       1.694587586745e-15 
  426       2.346351157082e-10       2.672185860112e-12      -6.001291738752e-12       0.000000000000e+00       1.280090443660e-13       1.078916912495e-14       1.681854696702e-15 
  427       2.353214669685e-10       2.656277215893e-12      -6.190490886064e-12       0.000000000000e+00       1.269857044510e-13       1.055925006632e-14       1.669006657732e-15 
  428       2.360473579530e-10       2.639951946880e-12      -6.376117319659e-12       0.000000000000e+00       1.259727120160e-13       1.033270459738e-14       1.656046459516e-15 
  429       2.368119653886e-10       2.623218525085e-12      -6.558111540261e-12       0.000000000000e+00       1.249699833181e-13       1.010952337290e-14       1.642977148449e-15 
  430       2.376144428948e-10       2.606085633111e-12      -6.736413849639e-12       0.000000000000e+00       1.239774293110e-13       9.889695891632e-15       1.629801827952e-15 
  431       2.384539208336e-10       2.588562165445e-12      -6.910964351410e-12       0.000000000000e+00       1.229949556051e-13       9.673210487369e-15       1.616523658781e-15 
  432       2.393295061602e-10       2.570657229754e-12      -7.081702951833e-12       0.000000000000e+00       1.220224624274e-13       9.460054319990e-15       1.603145859329e-15 
  433       2.402402822726e-10       2.552380148171e-12      -7.248569360612e-12       0.000000000000e+00       1.210598445813e-13       9.250213366496e-15       1.589671705937e-15 
  434       2.411853088618e-10       2.533740458593e-12      -7.411503091692e-12       0.000000000000e+00       1.201069914069e-13       9.043672412061e-15       1.576104533203e-15 
  435       2.421636217624e-10       2.514747915971e-12      -7.570443464062e-12       0.000000000000e+00       1.191637867409e-13       8.840415041072e-15       1.562447734285e-15 
  436       2.431742328022e-10       2.495412493602e-12      -7.725329602550e-12       0.000000000000e+00       1.182301088766e-13       8.640423628170e-15       1.548704761209e-15 
  437       2.442161296524e-10       2.475744384426e-12      -7.876100438623e-12       0.000000000000e+00       1.173058305235e-13       8.443679329300e-15       1.534879125182e-15 
  438       2.452882756780e-10       2.455754002311e-12      -8.022694711189e-12       0.000000000000e+00       1.163908187681e-13       8.250162072749e-15       1.520974396890e-15 
  439       2.463896097880e-10       2.435451983353e-12      -8.165050967392e-12       0.000000000000e+00       1.154849350331e-13       8.059850550191e-15       1.506994206815e-15 
  440       2.475190462848e-10       2.414849187165e-12      -8.303107563414e-12       0.000000000000e+00       1.145880350377e-13       7.872722207732e-15       1.492942245535e-15 
  441       2.486754747154e-10       2.393956698168e-12      -8.436802665272e-12       0.000000000000e+00       1.136999687578e-13       7.688753236953e-15       1.478822264035e-15 
  442       2.498577597206e-10       2.372785826887e-12      -8.566074249619e-12       0.000000000000e+00       1.128205803855e-13       7.507918565953e-15       1.464638074012e-15 
  443       2.510647408859e-10       2.351348111242e-12      -8.690860104541e-12       0.000000000000e+00       1.119497082897e-13       7.330191850392e-15       1.450393548188e-15 
  444       2.522952325908e-10       2.329655317841e-12      -8.811097830357e-12       0.000000000000e+00       1.110871849754e-13       7.155545464536e-15       1.436092620608e-15 
  445       2.535480238597e-10       2.307719443272e-12      -8.926724840421e-12       0.000000000000e+00       1.102328370442e-13       6.983950492300e-15       1.421739286956e-15 
  446       2.548218782117e-10       2.285552715394e-12      -9.037678361914e-12       0.000000000000e+00       1.093864851542e-13       6.815376718290e-15       1.407337604857e-15 
  447       2.561155335107e-10       2.263167594633e-12      -9.143895436650e-12       0.000000000000e+00       1.085479439798e-13       6.649792618851e-15       1.392891694189e-15 
  448       2.574277018156e-10       2.240576775274e-12      -9.245312921871e-12       0.000000000000e+00       1.077170221718e-13       6.487165353104e-15       1.378405737383e-15 
  449       2.587570692303e-10       2.217793186749e-12      -9.341867491049e-12       0.000000000000e+00       1.068935223175e-13       6.327460753996e-15       1.363883979739e-15 
  450       2.601022957542e-10       2.194829994937e-12      -9.433495634682e-12       0.000000000000e+00       1.060772409004e-13       6.170643319340e-15       1.349330729727e-15 
  451       2.614621444584e-10       2.171700036205e-12      -9.520145377084e-12       0.000000000000e+00       1.052680031011e-13       6.016681324150e-15       1.334749914840e-15 
  452       2.628358739032e-10       2.148414096853e-12      -9.601811840792e-12       0.000000000000e+00       1.044657685140e-13       5.865562357251e-15       1.320143732753e-15 
  453       2.642228580726e-10       2.124982580763e-12      -9.678502829886e-12       0.000000000000e+00       1.036705287588e-13       5.717278267753e-15       1.305513957298e-15 
  454       2.656224581172e-10       2.101416072596e-12      -9.750227225257e-12       0.000000000000e+00       1.028822729282e-13       5.571820083086e-15       1.290862379040e-15 
  455       2.670340222803e-10       2.077725338741e-12      -9.816994992307e-12       0.000000000000e+00       1.021009875687e-13       5.429178003061e-15       1.276190805319e-15 
  456       2.684568858245e-10       2.053921328281e-12      -9.878817188642e-12       0.000000000000e+00       1.013266566606e-13       5.289341393926e-15       1.261501060300e-15 
  457       2.698903709577e-10       2.030015173947e-12      -9.935705971770e-12       0.000000000000e+00       1.005592615990e-13       5.152298782426e-15       1.246794985015e-15 
  458       2.713337867594e-10       2.006018193079e-12      -9.987674606796e-12       0.000000000000e+00       9.979878117425e-14       5.018037849860e-15       1.232074437411e-15 
  459       2.727864291073e-10       1.981941888586e-12      -1.003473747412e-11       0.000000000000e+00       9.904519155198e-14       4.886545426142e-15       1.217341292396e-15 
  460       2.742475806029e-10       1.957797949899e-12      -1.007691007712e-11       0.000000000000e+00       9.829846625412e-14       4.757807483853e-15       1.202597441883e-15 
  461       2.757165104982e-10       1.933598253937e-12      -1.011420904987e-11       0.000000000000e+00       9.755857613914e-14       4.631809132308e-15       1.187844794836e-15 
  462       2.771924746222e-10       1.909354866061e-12      -1.014665216482e-11       0.000000000000e+00       9.682548938260e-14       4.508534611605e-15       1.173085277318e-15 
  463       2.786747153066e-10       1.885080041032e-12      -1.017425834051e-11       0.000000000000e+00       9.609917145767e-14       4.387967286693e-15       1.158320832533e-15 
  464       2.801624613123e-10       1.860786223974e-12      -1.019704764921e-11       0.000000000000e+00       9.537958511557e-14       4.270089641421e-15       1.143553420876e-15 
  465       2.816549277558e-10       1.836486051328e-12      -1.021504132471e-11       0.000000000000e+00       9.466669036613e-14       4.154883272602e-15       1.128785019974e-15 
  466       2.831513160354e-10       1.812192351813e-12      -1.022826176993e-11       0.000000000000e+00       9.396044445826e-14       4.042328884071e-15       1.114017624735e-15 
  467       2.846508137572e-10       1.787918147385e-12      -1.023673256465e-11       0.000000000000e+00       9.326080186042e-14       3.932406280740e-15       1.099253247394e-15 
  468       2.861525946618e-10       1.763676654195e-12      -1.024047847323e-11       0.000000000000e+00       9.256771424116e-14       3.825094362660e-15       1.084493917556e-15 
  469       2.876558185502e-10       1.739481283547e-12      -1.023952545225e-11       0.000000000000e+00       9.188113044961e-14       3.720371119076e-15       1.069741682244e-15 
  470       2.891596312102e-10       1.715345642856e-12      -1.023390065825e-11       0.000000000000e+00       9.120099649596e-14       3.618213622488e-15       1.054998605943e-15 
  471       2.906631643427e-10       1.691283536611e-12      -1.022363245543e-11       0.000000000000e+00       9.052725553195e-14       3.518598022708e-15       1.040266770649e-15 
  472       2.921655354880e-10       1.667308967328e-12      -1.020875042330e-11       0.000000000000e+00       8.985984783139e-14       3.421499540919e-15       1.025548275909e-15 
  473       2.936658479519e-10       1.643436136511e-12      -1.018928536441e-11       0.000000000000e+00       8.919871077066e-14       3.326892463731e-15       1.010845238874e-15 
  474       2.951631907321e-10       1.619679445613e-12      -1.016526931206e-11       0.000000000000e+00       8.854377880918e-14       3.234750137241e-15       9.961597943372e-16 
  475       2.966566384442e-10       1.596053496990e-12      -1.013673553795e-11       0.000000000000e+00       8.789498346993e-14       3.145044961095e-15       9.814940947856e-16 
  476       2.981452512485e-10       1.572573094863e-12      -1.010371855991e-11       0.000000000000e+00       8.725225331993e-14       3.057748382537e-15       9.668503104427e-16 
  477       2.996280747758e-10       1.549253246277e-12      -1.006625414960e-11       0.000000000000e+00       8.661551395076e-14       2.972830890476e-15       9.522306293150e-16 
  478       3.011041400537e-10       1.526109162056e-12      -1.002437934018e-11       0.000000000000e+00       8.598468795904e-14       2.890262009542e-15       9.376372572377e-16 
  479       3.025724634331e-10       1.503156257767e-12      -9.978132434026e-12       0.000000000000e+00       8.535969492691e-14       2.810010294140e-15       9.230724179204e-16 
  480       3.040320465143e-10       1.480410154671e-12      -9.927553010409e-12       0.000000000000e+00       8.474045140258e-14       2.732043322515e-15       9.085383529928e-16 
  481       3.054818760731e-10       1.457886680692e-12      -9.872681933209e-12       0.000000000000e+00       8.412687088077e-14       2.656327690804e-15       8.940373220502e-16 
  482       3.069209239876e-10       1.435601871366e-12      -9.813561358601e-12       0.000000000000e+00       8.351886378324e-14       2.582829007100e-15       8.795716026998e-16 
  483       3.083481471639e-10       1.413571970804e-12      -9.750234742752e-12       0.000000000000e+00       8.291633743927e-14       2.511511885505e-15       8.651434906058e-16 
  484       3.097624874625e-10       1.391813432652e-12      -9.682746849516e-12       0.000000000000e+00       8.231919606618e-14       2.442339940191e-15       8.507552995352e-16 
  485       3.111628716248e-10       1.370342921046e-12      -9.611143758133e-12       0.000000000000e+00       8.172734074980e-14       2.375275779460e-15       8.364093614041e-16 
  486       3.125482111991e-10       1.349177311575e-12      -9.535472870919e-12       0.000000000000e+00       8.114066942498e-14       2.310280999798e-15       8.221080263225e-16 
  487       3.139174024670e-10       1.328333692233e-12      -9.455782920971e-12       0.000000000000e+00       8.055907685610e-14       2.247316179936e-15       8.078536626407e-16 
  488       3.152693263697e-10       1.307829364387e-12      -9.372123979852e-12       0.000000000000e+00       7.998245461753e-14       2.186340874910e-15       7.936486569949e-16 
  489       3.166028484340e-10       1.287681843725e-12      -9.284547465295e-12       0.000000000000e+00       7.941069107417e-14       2.127313610113e-15       7.794954143525e-16 
  490       3.179168186989e-10       1.267908861225e-12      -9.193106148896e-12       0.000000000000e+00       7.884367136192e-14       2.070191875362e-15       7.653963580585e-16 
  491       3.192102178732e-10       1.248526623125e-12      -9.097855657009e-12       0.000000000000e+00       7.828129632556e-14       2.014936491268e-15       7.513535246552e-16 
  492       3.204826007212e-10       1.229544532205e-12      -8.998859006704e-12       0.000000000000e+00       7.772353998918e-14       1.961524862739e-15       7.373673350480e-16 
  493       3.217336656666e-10       1.210970312023e-12      -8.896182219343e-12       0.000000000000e+00       7.717039374981e-14       1.909938106391e-15       7.234377870270e-16 
  494       3.229631097474e-10       1.192811733847e-12      -8.789892847950e-12       0.000000000000e+00       7.662184756391e-14       1.860156709972e-15       7.095648570462e-16 
  495       3.241706286147e-10       1.175076616750e-12      -8.680059985645e-12       0.000000000000e+00       7.607788993734e-14       1.812160528588e-15       6.957485000674e-16 
  496       3.253559165319e-10       1.157772827704e-12      -8.566754274082e-12       0.000000000000e+00       7.553850791519e-14       1.765928780934e-15       6.819886494049e-16 
  497       3.265186663735e-10       1.140908281673e-12      -8.450047911889e-12       0.000000000000e+00       7.500368707177e-14       1.721440045528e-15       6.682852165696e-16 
  498       3.276585696237e-10       1.124490941709e-12      -8.330014663102e-12       0.000000000000e+00       7.447341150048e-14       1.678672256937e-15       6.546380911140e-16 
  499       3.287753163758e-10       1.108528819041e-12      -8.206729865605e-12       0.000000000000e+00       7.394766380374e-14       1.637602702009e-15       6.410471404760e-16 
  500       3.298685953307e-10       1.093029973176e-12      -8.080270439565e-12       0.000000000000e+00       7.342642508290e-14       1.598208016104e-15       6.275122098236e-16 
  501       3.309380937961e-10       1.078002511987e-12      -7.950714895875e-12       0.000000000000e+00       7.290967492816e-14       1.560464179322e-15       6.140331218994e-16 
  502       3.319834976850e-10       1.063454591807e-12      -7.818143344586e-12       0.000000000000e+00       7.239739140846e-14       1.524346512735e-15       6.006096768648e-16 
  503       3.330044915151e-10       1.049394417528e-12      -7.682637503344e-12       0.000000000000e+00       7.188955106144e-14       1.489829674616e-15       5.872416521448e-16 
  504       3.340007584074e-10       1.035830242688e-12      -7.544280705835e-12       0.000000000000e+00       7.138612888331e-14       1.456887656671e-15       5.739288022717e-16 
  505       3.349719800851e-10       1.022770369570e-12      -7.403157910214e-12       0.000000000000e+00       7.088709831877e-14       1.425493780266e-15       5.606708587304e-16 
  506       3.359178368727e-10       1.010223149293e-12      -7.259355707548e-12       0.000000000000e+00       7.039243125097e-14       1.395620692662e-15       5.474675298021e-16 
  507       3.368380076946e-10       9.981969819080e-13      -7.112962330250e-12       0.000000000000e+00       6.990209799135e-14       1.367240363241e-15       5.343185004092e-16 
  508       3.377321700742e-10       9.867003164895e-13      -6.964067660519e-12       0.000000000000e+00       6.941606726963e-14       1.340324079737e-15       5.212234319594e-16 
  509       3.386000001330e-10       9.757416512307e-13      -6.812763238779e-12       0.000000000000e+00       6.893430622364e-14       1.314842444468e-15       5.081819621903e-16 
  510       3.394411725890e-10       9.653295335370e-13      -6.659142272110e-12       0.000000000000e+00       6.845678038934e-14       1.290765370564e-15       4.951937050137e-16 
  511       3.402553607559e-10       9.554725601199e-13      -6.503299642694e-12       0.000000000000e+00       6.798345369061e-14       1.268062078200e-15       4.822582503602e-16 
  512       3.410422365422e-10       9.461793770907e-13      -6.345331916247e-12       0.000000000000e+00       6.751428842929e-14       1.246701090823e-15       4.693751640233e-16 
  513       3.418014704497e-10       9.374586800543e-13      -6.185337350458e-12       0.000000000000e+00       6.704924527498e-14       1.226650231384e-15       4.565439875043e-16 
  514       3.425327315726e-10       9.293192142032e-13      -6.023415903426e-12       0.000000000000e+00       6.658828325506e-14       1.207876618568e-15       4.437642378563e-16 
  515       3.432356875964e-10       9.217697744112e-13      -5.859669242099e-12       0.000000000000e+00       6.613135974449e-14       1.190346663025e-15       4.310354075286e-16 
  516       3.439100047970e-10       9.148192053271e-13      -5.694200750711e-12       0.000000000000e+00       6.567843045585e-14       1.174026063598e-15       4.183569642114e-16 
  517       3.445553480390e-10       9.084764014688e-13      -5.527115539219e-12       0.000000000000e+00       6.522944942913e-14       1.158879803555e-15       4.057283506803e-16 
  518       3.451713807753e-10       9.027503073169e-13      -5.358520451741e-12       0.000000000000e+00       6.478436902174e-14       1.144872146819e-15       3.931489846401e-16 
  519       3.457577650455e-10       8.976499174085e-13      -5.188524074993e-12       0.000000000000e+00       6.434313989839e-14       1.131966634197e-15       3.806182585699e-16 
  520       3.463141614753e-10       8.931842764311e-13      -5.017236746726e-12       0.000000000000e+00       6.390571102096e-14       1.120126079613e-15       3.681355395672e-16 
  521       3.468402292747e-10       8.893624793167e-13      -4.844770564168e-12       0.000000000000e+00       6.347202963850e-14       1.109312566335e-15       3.557001691923e-16 
  522       3.473356262377e-10       8.861936713348e-13      -4.671239392454e-12       0.000000000000e+00       6.304204127708e-14       1.099487443207e-15       3.433114633128e-16 
  523       3.478000087405e-10       8.836870481873e-13      -4.496758873070e-12       0.000000000000e+00       6.261568972972e-14       1.090611320879e-15       3.309687119482e-16 
  524       3.482330317408e-10       8.818518561014e-13      -4.321446432289e-12       0.000000000000e+00       6.219291704632e-14       1.082644068036e-15       3.186711791137e-16 
  525       3.486343487768e-10       8.806973919239e-13      -4.145421289604e-12       0.000000000000e+00       6.177366352354e-14       1.075544807629e-15       3.064181026655e-16 
  526       3.490036119656e-10       8.802330032149e-13      -3.968804466173e-12       0.000000000000e+00       6.135786769476e-14       1.069271913109e-15       2.942086941444e-16 
  527       3.493404720027e-10       8.804680883417e-13      -3.791718793253e-12       0.000000000000e+00       6.094546631995e-14       1.063783004648e-15       2.820421386208e-16 
  528       3.496445781605e-10       8.814120965723e-13      -3.614288920634e-12       0.000000000000e+00       6.053639437561e-14       1.059034945380e-15       2.699175945388e-16 
  529       3.499155782872e-10       8.830745281698e-13      -3.436641325083e-12       0.000000000000e+00       6.013058504467e-14       1.054983837623e-15       2.578341935606e-16 
  530       3.501531188061e-10       8.854649344857e-13      -3.258904318778e-12       0.000000000000e+00       5.972796970644e-14       1.051585019112e-15       2.457910404112e-16 
  531       3.503569356980e-10       8.885910633306e-13      -3.081198312714e-12       0.000000000000e+00       5.932848886117e-14       1.048800971368e-15       2.337875917737e-16 
  532       3.505271301939e-10       8.924532390129e-13      -2.903606296410e-12       0.000000000000e+00       5.893212525371e-14       1.046625290732e-15       2.218248047079e-16 
  533       3.506639006370e-10       8.970498284459e-13      -2.726202565715e-12       0.000000000000e+00       5.853887163786e-14       1.045059366923e-15       2.099040194024e-16 
