# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
  506       3.352569015168e-10       1.016861913505e-12      -7.348244251132e-12       0.000000000000e+00 
  507       3.362026625804e-10       1.004361146206e-12      -7.203242521287e-12       0.000000000000e+00 
  508       3.371220071366e-10       9.923960956588e-13      -7.055724409069e-12       0.000000000000e+00 
  509       3.380144959360e-10       9.809768053432e-13      -6.905781792859e-12       0.000000000000e+00 
  510       3.388796865893e-10       9.701133910132e-13      -6.753508225969e-12       0.000000000000e+00 
  511       3.397171335583e-10       9.598160409028e-13      -6.598998945126e-12       0.000000000000e+00 
  512       3.405263881459e-10       9.500950159295e-13      -6.442350878956e-12       0.000000000000e+00 
  513       3.413069984869e-10       9.409606498995e-13      -6.283662656467e-12       0.000000000000e+00 
  514       3.420585095383e-10       9.324233497121e-13      -6.123034615531e-12       0.000000000000e+00 
  515       3.427804630703e-10       9.244935955642e-13      -5.960568811371e-12       0.000000000000e+00 
  516       3.434723976562e-10       9.171819411550e-13      -5.796369025042e-12       0.000000000000e+00 
  517       3.441338486635e-10       9.104990138904e-13      -5.630540771915e-12       0.000000000000e+00 
  518       3.447644138293e-10       9.044544103854e-13      -5.463187764692e-12       0.000000000000e+00 
  519       3.453639520330e-10       8.990533484398e-13      -5.294401175966e-12       0.000000000000e+00 
  520       3.459323900885e-10       8.942999214137e-13      -5.124270090757e-12       0.000000000000e+00 
  521       3.464696576847e-10       8.901981941361e-13      -4.952885031581e-12       0.000000000000e+00 
  522       3.469756874044e-10       8.867522026156e-13      -4.780337965354e-12       0.000000000000e+00 
  523       3.474504147446e-10       8.839659537526e-13      -4.606722310289e-12       0.000000000000e+00 
  524       3.478937781364e-10       8.818434250501e-13      -4.432132942801e-12       0.000000000000e+00 
  525       3.483057189642e-10       8.803885643257e-13      -4.256666204405e-12       0.000000000000e+00 
  526       3.486861815863e-10       8.796052894229e-13      -4.080419908619e-12       0.000000000000e+00 
  527       3.490351133541e-10       8.794974879224e-13      -3.903493347865e-12       0.000000000000e+00 
  528       3.493524646321e-10       8.800690168538e-13      -3.725987300366e-12       0.000000000000e+00 
  529       3.496381888178e-10       8.813237024071e-13      -3.548004037054e-12       0.000000000000e+00 
  530       3.498922423616e-10       8.832653396439e-13      -3.369647328465e-12       0.000000000000e+00 
  531       3.501145847861e-10       8.858976922093e-13      -3.191022451644e-12       0.000000000000e+00 
  532       3.503051787065e-10       8.892244920429e-13      -3.012236197042e-12       0.000000000000e+00 
  533       3.504639898501e-10       8.932494390905e-13      -2.833396875422e-12       0.000000000000e+00 
  534       3.505909870761e-10       8.979762010158e-13      -2.654614324755e-12       0.000000000000e+00 
  535       3.506861423955e-10       9.034084129114e-13      -2.475999917124e-12       0.000000000000e+00 
  536       3.507494309910e-10       9.095496770108e-13      -2.297666565624e-12       0.000000000000e+00 
  537       3.507808312365e-10       9.164035623993e-13      -2.119728731266e-12       0.000000000000e+00 
  538       3.507803247172e-10       9.239736047261e-13      -1.942302429870e-12       0.000000000000e+00 
  539       3.507478962493e-10       9.322633059152e-13      -1.765505238977e-12       0.000000000000e+00 
  540       3.506835338997e-10       9.412761338773e-13      -1.589456304741e-12       0.000000000000e+00 
  541       3.505872705366e-10       9.510145367654e-13      -1.414269510373e-12       0.000000000000e+00 
  542       3.504593096693e-10       9.614769571741e-13      -1.240032765416e-12       0.000000000000e+00 
  543       3.502999030333e-10       9.726607370343e-13      -1.066828172835e-12       0.000000000000e+00 
  544       3.501093094026e-10       9.845630951103e-13      -8.947388211557e-13       0.000000000000e+00 
  545       3.498877946267e-10       9.971811263082e-13      -7.238487885710e-13       0.000000000000e+00 
  546       3.496356316674e-10       1.010511800984e-12      -5.542431470405e-13       0.000000000000e+00 
  547       3.493531006353e-10       1.024551964253e-12      -3.860079663937e-13       0.000000000000e+00 
  548       3.490404888271e-10       1.039298335295e-12      -2.192303184327e-13       0.000000000000e+00 
  549       3.486980907619e-10       1.054747506666e-12      -5.399828103422e-14       0.000000000000e+00 
  550       3.483262082183e-10       1.070895943604e-12       1.095990577480e-13       0.000000000000e+00 
  551       3.479251502711e-10       1.087739983338e-12       2.714715955805e-13       0.000000000000e+00 
  552       3.474952333283e-10       1.105275834397e-12       4.315282117481e-13       0.000000000000e+00 
  553       3.470367811677e-10       1.123499575916e-12       5.896767630511e-13       0.000000000000e+00 
  554       3.465501249734e-10       1.142407156945e-12       7.458240797033e-13       0.000000000000e+00 
  555       3.460356033734e-10       1.161994395761e-12       8.998759612293e-13       0.000000000000e+00 
  556       3.454935624758e-10       1.182256979169e-12       1.051737172362e-12       0.000000000000e+00 
  557       3.449243559056e-10       1.203190461816e-12       1.201311438941e-12       0.000000000000e+00 
  558       3.443283448418e-10       1.224790265497e-12       1.348501443810e-12       0.000000000000e+00 
  559       3.437058980541e-10       1.247051678463e-12       1.493208822711e-12       0.000000000000e+00 
  560       3.430573919395e-10       1.269969854729e-12       1.635334160190e-12       0.000000000000e+00 
  561       3.423832105594e-10       1.293539813385e-12       1.774776985485e-12       0.000000000000e+00 
  562       3.416837456763e-10       1.317756437900e-12       1.911435768430e-12       0.000000000000e+00 
  563       3.409593967904e-10       1.342614475433e-12       2.045207915351e-12       0.000000000000e+00 
  564       3.402105711767e-10       1.368108536139e-12       2.175989764964e-12       0.000000000000e+00 
  565       3.394376934813e-10       1.394232519178e-12       2.303685528562e-12       0.000000000000e+00 
  566       3.386412347084e-10       1.420977875886e-12       2.428234372081e-12       0.000000000000e+00 
  567       3.378216840529e-10       1.448335300472e-12       2.549584023890e-12       0.000000000000e+00 
  568       3.369795394489e-10       1.476295298372e-12       2.667681892904e-12       0.000000000000e+00 
  569       3.361153076097e-10       1.504848185337e-12       2.782475067840e-12       0.000000000000e+00 
  570       3.352295040688e-10       1.533984086529e-12       2.893910316470e-12       0.000000000000e+00 
  571       3.343226532197e-10       1.563692935612e-12       3.001934084876e-12       0.000000000000e+00 
  572       3.333952883566e-10       1.593964473846e-12       3.106492496703e-12       0.000000000000e+00 
  573       3.324479517147e-10       1.624788249179e-12       3.207531352415e-12       0.000000000000e+00 
  574       3.314811945106e-10       1.656153615342e-12       3.304996128545e-12       0.000000000000e+00 
  575       3.304955769826e-10       1.688049730941e-12       3.398831976951e-12       0.000000000000e+00 
  576       3.294916684314e-10       1.720465558550e-12       3.488983724073e-12       0.000000000000e+00 
  577       3.284700472601e-10       1.753389863803e-12       3.575395870179e-12       0.000000000000e+00 
  578       3.274313010148e-10       1.786811214490e-12       3.658012588629e-12       0.000000000000e+00 
  579       3.263760264251e-10       1.820717979646e-12       3.736777725121e-12       0.000000000000e+00 
  580       3.253048294441e-10       1.855098328647e-12       3.811634796948e-12       0.000000000000e+00 
  581       3.242183252892e-10       1.889940230304e-12       3.882526992251e-12       0.000000000000e+00 
  582       3.231171384823e-10       1.925231451953e-12       3.949397169276e-12       0.000000000000e+00 
  583       3.220019028901e-10       1.960959558548e-12       4.012187855623e-12       0.000000000000e+00 
  584       3.208732617649e-10       1.997111911757e-12       4.070841247503e-12       0.000000000000e+00 
  585       3.197318677844e-10       2.033675669055e-12       4.125299208992e-12       0.000000000000e+00 
  586       3.185783830925e-10       2.070637782812e-12       4.175503271284e-12       0.000000000000e+00 
  587       3.174134793396e-10       2.107984999393e-12       4.221394631944e-12       0.000000000000e+00 
  588       3.162378377229e-10       2.145703858245e-12       4.262914154164e-12       0.000000000000e+00 
  589       3.150521490270e-10       2.183780690994e-12       4.300002366017e-12       0.000000000000e+00 
  590       3.138570887921e-10       2.222201708996e-12       4.332608331155e-12       0.000000000000e+00 
  591       3.126532420649e-10       2.260953270201e-12       4.360716502992e-12       0.000000000000e+00 
  592       3.114411768698e-10       2.300021617087e-12       4.384320532005e-12       0.000000000000e+00 
  593       3.102214689446e-10       2.339392787921e-12       4.403414456585e-12       0.000000000000e+00 
  594       3.089947017722e-10       2.379052615880e-12       4.417992705344e-12       0.000000000000e+00 
  595       3.077614666129e-10       2.418986728182e-12       4.428050099425e-12       0.000000000000e+00 
  596       3.065223625354e-10       2.459180545199e-12       4.433581854805e-12       0.000000000000e+00 
  597       3.052779964493e-10       2.499619279591e-12       4.434583584605e-12       0.000000000000e+00 
  598       3.040289831369e-10       2.540287935422e-12       4.431051301394e-12       0.000000000000e+00 
  599       3.027759452844e-10       2.581171307286e-12       4.422981419500e-12       0.000000000000e+00 
  600       3.015195135147e-10       2.622253979432e-12       4.410370757312e-12       0.000000000000e+00 
  601       3.002603264183e-10       2.663520324886e-12       4.393216539593e-12       0.000000000000e+00 
  602       2.989990305858e-10       2.704954504573e-12       4.371516399781e-12       0.000000000000e+00 
  603       2.977362806393e-10       2.746540466444e-12       4.345268382300e-12       0.000000000000e+00 
  604       2.964727392645e-10       2.788261944595e-12       4.314470944866e-12       0.000000000000e+00 
  605       2.952090772425e-10       2.830102458398e-12       4.279122960792e-12       0.000000000000e+00 
  606       2.939459734814e-10       2.872045311613e-12       4.239223721297e-12       0.000000000000e+00 
  607       2.926841150484e-10       2.914073591524e-12       4.194772937815e-12       0.000000000000e+00 
  608       2.914241972016e-10       2.956170168053e-12       4.145770744296e-12       0.000000000000e+00 
  609       2.901669234216e-10       2.998317692888e-12       4.092217699520e-12       0.000000000000e+00 
  610       2.889130054436e-10       3.040498598606e-12       4.034114789398e-12       0.000000000000e+00 
  611       2.876631632890e-10       3.082695097796e-12       3.971463429284e-12       0.000000000000e+00 
  612       2.864181252976e-10       3.124889182183e-12       3.904265466276e-12       0.000000000000e+00 
  613       2.851786281589e-10       3.167062621748e-12       3.832523181530e-12       0.000000000000e+00 
  614       2.839454169444e-10       3.209196963860e-12       3.756239292562e-12       0.000000000000e+00 
  615       2.827192451392e-10       3.251273532388e-12       3.675416955556e-12       0.000000000000e+00 
  616       2.815008235023e-10       3.293274276106e-12       3.590066065766e-12       0.000000000000e+00 
  617       2.802906652556e-10       3.335184337680e-12       3.500222317686e-12       0.000000000000e+00 
  618       2.790892372962e-10       3.376989543705e-12       3.405928600253e-12       0.000000000000e+00 
  619       2.778970110521e-10       3.418675560329e-12       3.307228743842e-12       0.000000000000e+00 
  620       2.767144624980e-10       3.460227892645e-12       3.204167524567e-12       0.000000000000e+00 
  621       2.755420721709e-10       3.501631884081e-12       3.096790668573e-12       0.000000000000e+00 
  622       2.743803251859e-10       3.542872715791e-12       2.985144856332e-12       0.000000000000e+00 
  623       2.732297112516e-10       3.583935406050e-12       2.869277726937e-12       0.000000000000e+00 
  624       2.720907246861e-10       3.624804809641e-12       2.749237882404e-12       0.000000000000e+00 
  625       2.709638644323e-10       3.665465617253e-12       2.625074891957e-12       0.000000000000e+00 
  626       2.698496340740e-10       3.705902354864e-12       2.496839296333e-12       0.000000000000e+00 
  627       2.687485418513e-10       3.746099383140e-12       2.364582612073e-12       0.000000000000e+00 
  628       2.676611006763e-10       3.786040896825e-12       2.228357335817e-12       0.000000000000e+00 
  629       2.665878281488e-10       3.825710924130e-12       2.088216948602e-12       0.000000000000e+00 
  630       2.655292465721e-10       3.865093326126e-12       1.944215920154e-12       0.000000000000e+00 
  631       2.644858829684e-10       3.904171796138e-12       1.796409713189e-12       0.000000000000e+00 
  632       2.634582690948e-10       3.942929859133e-12       1.644854787702e-12       0.000000000000e+00 
  633       2.624469414586e-10       3.981350871113e-12       1.489608605266e-12       0.000000000000e+00 
  634       2.614524413335e-10       4.019418018508e-12       1.330729633329e-12       0.000000000000e+00 
  635       2.604753147745e-10       4.057114317566e-12       1.168277349505e-12       0.000000000000e+00 
  636       2.595161126346e-10       4.094422613745e-12       1.002312245874e-12       0.000000000000e+00 
  637       2.585753905794e-10       4.131325581104e-12       8.328958332734e-13       0.000000000000e+00 
  638       2.576537091036e-10       4.167805721697e-12       6.600906455979e-13       0.000000000000e+00 
  639       2.567516335462e-10       4.203845364962e-12       4.839602440909e-13       0.000000000000e+00 
  640       2.558697341065e-10       4.239426667113e-12       3.045692216424e-13       0.000000000000e+00 
  641       2.550085858593e-10       4.274531610535e-12       1.219832070834e-13       0.000000000000e+00 
  642       2.541687687712e-10       4.309142003170e-12      -6.373113051782e-14       0.000000000000e+00 
  643       2.533508047734e-10       4.343240929374e-12      -2.525044902403e-13       0.000000000000e+00 
  644       2.525549673845e-10       4.376817139805e-12      -4.442601335546e-13       0.000000000000e+00 
  645       2.517814678037e-10       4.409860759830e-12      -6.389185726611e-13       0.000000000000e+00 
  646       2.510305174604e-10       4.442361846882e-12      -8.363991432039e-13       0.000000000000e+00 
  647       2.503023280114e-10       4.474310390273e-12      -1.036619999515e-12       0.000000000000e+00 
  648       2.495971113382e-10       4.505696311007e-12      -1.239498109860e-12       0.000000000000e+00 
  649       2.489150795448e-10       4.536509461592e-12      -1.444949251681e-12       0.000000000000e+00 
  650       2.482564449547e-10       4.566739625851e-12      -1.652888006841e-12       0.000000000000e+00 
  651       2.476214201089e-10       4.596376518736e-12      -1.863227756870e-12       0.000000000000e+00 
  652       2.470102177627e-10       4.625409786140e-12      -2.075880678211e-12       0.000000000000e+00 
  653       2.464230508834e-10       4.653829004708e-12      -2.290757737458e-12       0.000000000000e+00 
  654       2.458601326481e-10       4.681623681650e-12      -2.507768686608e-12       0.000000000000e+00 
  655       2.453216764405e-10       4.708783254554e-12      -2.726822058302e-12       0.000000000000e+00 
  656       2.448078958487e-10       4.735297091197e-12      -2.947825161068e-12       0.000000000000e+00 
  657       2.443190046627e-10       4.761154489357e-12      -3.170684074571e-12       0.000000000000e+00 
  658       2.438552168715e-10       4.786344676629e-12      -3.395303644851e-12       0.000000000000e+00 
  659       2.434167466608e-10       4.810856810230e-12      -3.621587479571e-12       0.000000000000e+00 
  660       2.430038084106e-10       4.834679976819e-12      -3.849437943261e-12       0.000000000000e+00 
  661       2.426166166920e-10       4.857803192304e-12      -4.078756152565e-12       0.000000000000e+00 
  662       2.422553862655e-10       4.880215401658e-12      -4.309441971479e-12       0.000000000000e+00 
  663       2.419203320775e-10       4.901905478726e-12      -4.541394006603e-12       0.000000000000e+00 
  664       2.416116692586e-10       4.922862226045e-12      -4.774509602381e-12       0.000000000000e+00 
  665       2.413296131204e-10       4.943074374647e-12      -5.008684836346e-12       0.000000000000e+00 
  666       2.410743791533e-10       4.962530583880e-12      -5.243814514366e-12       0.000000000000e+00 
  667       2.408461830238e-10       4.981219441214e-12      -5.479792165887e-12       0.000000000000e+00 
  668       2.406452405720e-10       4.999129462058e-12      -5.716510039180e-12       0.000000000000e+00 
  669       2.404717678088e-10       5.016249089567e-12      -5.953859096583e-12       0.000000000000e+00 
  670       2.403259809137e-10       5.032566694458e-12      -6.191729009744e-12       0.000000000000e+00 
  671       2.402080418731e-10       5.048072265704e-12      -6.430012420945e-12       0.000000000000e+00 
  672       2.401178941052e-10       5.062762523305e-12      -6.668617838283e-12       0.000000000000e+00 
  673       2.400554232593e-10       5.076635916222e-12      -6.907457011231e-12       0.000000000000e+00 
  674       2.400205112338e-10       5.089690941811e-12      -7.146440686313e-12       0.000000000000e+00 
  675       2.400130361595e-10       5.101926146088e-12      -7.385478603488e-12       0.000000000000e+00 
  676       2.400328723823e-10       5.113340123993e-12      -7.624479492527e-12       0.000000000000e+00 
  677       2.400798904467e-10       5.123931519648e-12      -7.863351069395e-12       0.000000000000e+00 
  678       2.401539570781e-10       5.133699026622e-12      -8.102000032629e-12       0.000000000000e+00 
  679       2.402549351663e-10       5.142641388192e-12      -8.340332059719e-12       0.000000000000e+00 
  680       2.403826837480e-10       5.150757397607e-12      -8.578251803489e-12       0.000000000000e+00 
  681       2.405370579902e-10       5.158045898346e-12      -8.815662888474e-12       0.000000000000e+00 
  682       2.407179091731e-10       5.164505784388e-12      -9.052467907302e-12       0.000000000000e+00 
  683       2.409250846726e-10       5.170136000466e-12      -9.288568417072e-12       0.000000000000e+00 
  684       2.411584279440e-10       5.174935542334e-12      -9.523864935738e-12       0.000000000000e+00 
  685       2.414177785043e-10       5.178903457027e-12      -9.758256938482e-12       0.000000000000e+00 
  686       2.417029719156e-10       5.182038843126e-12      -9.991642854100e-12       0.000000000000e+00 
  687       2.420138397679e-10       5.184340851017e-12      -1.022392006138e-11       0.000000000000e+00 
  688       2.423502096621e-10       5.185808683155e-12      -1.045498488548e-11       0.000000000000e+00 
  689       2.427119051930e-10       5.186441594327e-12      -1.068473259431e-11       0.000000000000e+00 
  690       2.430987459321e-10       5.186238891912e-12      -1.091305739491e-11       0.000000000000e+00 
  691       2.435105474107e-10       5.185199936145e-12      -1.113985242983e-11       0.000000000000e+00 
  692       2.439471211032e-10       5.183324140379e-12      -1.136500977352e-11       0.000000000000e+00 
  693       2.444082744092e-10       5.180610971346e-12      -1.158842042869e-11       0.000000000000e+00 
  694       2.448938106375e-10       5.177059949422e-12      -1.180997432270e-11       0.000000000000e+00 
  695       2.454035289883e-10       5.172670648885e-12      -1.202956030395e-11       0.000000000000e+00 
  696       2.459372245364e-10       5.167442698181e-12      -1.224706613824e-11       0.000000000000e+00 
  697       2.464946882143e-10       5.161375780186e-12      -1.246237850516e-11       0.000000000000e+00 
  698       2.470757067952e-10       5.154469632466e-12      -1.267538299449e-11       0.000000000000e+00 
  699       2.476800628756e-10       5.146724047539e-12      -1.288596410253e-11       0.000000000000e+00 
  700       2.483075348586e-10       5.138138873142e-12      -1.309400522853e-11       0.000000000000e+00 
  701       2.489578710132e-10       5.128715320592e-12      -1.329939796762e-11       0.000000000000e+00 
  702       2.496307110936e-10       5.118459919227e-12      -1.350207020911e-11       0.000000000000e+00 
  703       2.503256630560e-10       5.107380644739e-12      -1.370195861550e-11       0.000000000000e+00 
  704       2.510423288110e-10       5.095485619104e-12      -1.389899937748e-11       0.000000000000e+00 
  705       2.517803042001e-10       5.082783111162e-12      -1.409312821258e-11       0.000000000000e+00 
  706       2.525391789726e-10       5.069281537196e-12      -1.428428036383e-11       0.000000000000e+00 
  707       2.533185367623e-10       5.054989461514e-12      -1.447239059838e-11       0.000000000000e+00 
  708       2.541179550639e-10       5.039915597032e-12      -1.465739320615e-11       0.000000000000e+00 
  709       2.549370052097e-10       5.024068805854e-12      -1.483922199851e-11       0.000000000000e+00 
  710       2.557752523466e-10       5.007458099853e-12      -1.501781030689e-11       0.000000000000e+00 
  711       2.566322554121e-10       4.990092641253e-12      -1.519309098145e-11       0.000000000000e+00 
  712       2.575075671116e-10       4.971981743208e-12      -1.536499638970e-11       0.000000000000e+00 
  713       2.584007338946e-10       4.953134870387e-12      -1.553345841518e-11       0.000000000000e+00 
  714       2.593112959315e-10       4.933561639553e-12      -1.569840845610e-11       0.000000000000e+00 
  715       2.602387870903e-10       4.913271820142e-12      -1.585977742395e-11       0.000000000000e+00 
  716       2.611827349133e-10       4.892275334850e-12      -1.601749574220e-11       0.000000000000e+00 
  717       2.621426605934e-10       4.870582260209e-12      -1.617149334490e-11       0.000000000000e+00 
  718       2.631180789512e-10       4.848202827171e-12      -1.632169967538e-11       0.000000000000e+00 
  719       2.641084984113e-10       4.825147421687e-12      -1.646804368482e-11       0.000000000000e+00 
  720       2.651134209791e-10       4.801426585290e-12      -1.661045383100e-11       0.000000000000e+00 
  721       2.661323422175e-10       4.777051015676e-12      -1.674885807683e-11       0.000000000000e+00 
  722       2.671647512234e-10       4.752031567287e-12      -1.688318388909e-11       0.000000000000e+00 
  723       2.682101306045e-10       4.726379251886e-12      -1.701335823705e-11       0.000000000000e+00 
  724       2.692679564558e-10       4.700105239146e-12      -1.713930759108e-11       0.000000000000e+00 
  725       2.703376983363e-10       4.673220857227e-12      -1.726095792135e-11       0.000000000000e+00 
  726       2.714188192457e-10       4.645737593357e-12      -1.737823469644e-11       0.000000000000e+00 
  727       2.725107756010e-10       4.617667094414e-12      -1.749106288201e-11       0.000000000000e+00 
  728       2.736130172132e-10       4.589021167509e-12      -1.759936693944e-11       0.000000000000e+00 
  729       2.747249872637e-10       4.559811780564e-12      -1.770307082445e-11       0.000000000000e+00 
  730       2.758461222814e-10       4.530051062895e-12      -1.780209798579e-11       0.000000000000e+00 
  731       2.769758521190e-10       4.499751305795e-12      -1.789637136387e-11       0.000000000000e+00 
  732       2.781136146299e-10       4.468925257797e-12      -1.798582431057e-11       0.000000000000e+00 
  733       2.792589000676e-10       4.437587015758e-12      -1.807043359010e-11       0.000000000000e+00 
  734       2.804112075247e-10       4.405751152685e-12      -1.815018703301e-11       0.000000000000e+00 
  735       2.815700302928e-10       4.373432425299e-12      -1.822507267566e-11       0.000000000000e+00 
  736       2.827348558425e-10       4.340645774685e-12      -1.829507876129e-11       0.000000000000e+00 
  737       2.839051658034e-10       4.307406326937e-12      -1.836019374114e-11       0.000000000000e+00 
  738       2.850804359438e-10       4.273729393808e-12      -1.842040627551e-11       0.000000000000e+00 
  739       2.862601361509e-10       4.239630473355e-12      -1.847570523488e-11       0.000000000000e+00 
  740       2.874437304105e-10       4.205125250585e-12      -1.852607970098e-11       0.000000000000e+00 
  741       2.886306767871e-10       4.170229598106e-12      -1.857151896788e-11       0.000000000000e+00 
  742       2.898204274038e-10       4.134959576771e-12      -1.861201254307e-11       0.000000000000e+00 
  743       2.910124284221e-10       4.099331436325e-12      -1.864755014858e-11       0.000000000000e+00 
  744       2.922061200220e-10       4.063361616055e-12      -1.867812172204e-11       0.000000000000e+00 
  745       2.934009363820e-10       4.027066745434e-12      -1.870371741778e-11       0.000000000000e+00 
  746       2.945963056587e-10       3.990463644770e-12      -1.872432760792e-11       0.000000000000e+00 
  747       2.957916499670e-10       3.953569325851e-12      -1.873994288347e-11       0.000000000000e+00 
  748       2.969863853602e-10       3.916400992596e-12      -1.875055405539e-11       0.000000000000e+00 
  749       2.981799218095e-10       3.878976041699e-12      -1.875615215571e-11       0.000000000000e+00 
  750       2.993716631840e-10       3.841312063277e-12      -1.875672843860e-11       0.000000000000e+00 
  751       3.005610072312e-10       3.803426841515e-12      -1.875227438147e-11       0.000000000000e+00 
  752       3.017473455563e-10       3.765338355319e-12      -1.874278168604e-11       0.000000000000e+00 
  753       3.029300636021e-10       3.727064778956e-12      -1.872824227948e-11       0.000000000000e+00 
  754       3.041085406296e-10       3.688624482706e-12      -1.870864831543e-11       0.000000000000e+00 
  755       3.052821496974e-10       3.650036033508e-12      -1.868399217513e-11       0.000000000000e+00 
  756       3.064502576416e-10       3.611318195606e-12      -1.865426646851e-11       0.000000000000e+00 
  757       3.076122250560e-10       3.572489931196e-12      -1.861946403528e-11       0.000000000000e+00 
  758       3.087674062719e-10       3.533570401077e-12      -1.857957794600e-11       0.000000000000e+00 
  759       3.099151493381e-10       3.494578965293e-12      -1.853460150317e-11       0.000000000000e+00 
  760       3.110547960008e-10       3.455535183781e-12      -1.848452824235e-11       0.000000000000e+00 
  761       3.121856816833e-10       3.416458817022e-12      -1.842935193322e-11       0.000000000000e+00 
  762       3.133071354666e-10       3.377369826684e-12      -1.836906658067e-11       0.000000000000e+00 
  763       3.144184800684e-10       3.338288376272e-12      -1.830366642593e-11       0.000000000000e+00 
  764       3.155190828538e-10       3.299233839085e-12      -1.823315422864e-11       0.000000000000e+00 
  765       3.166085099731e-10       3.260221800015e-12      -1.815756628458e-11       0.000000000000e+00 
  766       3.176863751271e-10       3.221266997779e-12      -1.807694788785e-11       0.000000000000e+00 
  767       3.187522887943e-10       3.182384312868e-12      -1.799134509586e-11       0.000000000000e+00 
  768       3.198058582215e-10       3.143588767984e-12      -1.790080473214e-11       0.000000000000e+00 
  769       3.208466874135e-10       3.104895528492e-12      -1.780537438911e-11       0.000000000000e+00 
  770       3.218743771244e-10       3.066319902852e-12      -1.770510243088e-11       0.000000000000e+00 
  771       3.228885248475e-10       3.027877343072e-12      -1.760003799605e-11       0.000000000000e+00 
  772       3.238887248059e-10       2.989583445147e-12      -1.749023100049e-11       0.000000000000e+00 
  773       3.248745679425e-10       2.951453949503e-12      -1.737573214011e-11       0.000000000000e+00 
  774       3.258456419112e-10       2.913504741440e-12      -1.725659289369e-11       0.000000000000e+00 
  775       3.268015310666e-10       2.875751851576e-12      -1.713286552564e-11       0.000000000000e+00 
  776       3.277418164547e-10       2.838211456289e-12      -1.700460308879e-11       0.000000000000e+00 
  777       3.286660758033e-10       2.800899878163e-12      -1.687185942720e-11       0.000000000000e+00 
  778       3.295738835123e-10       2.763833586428e-12      -1.673468917892e-11       0.000000000000e+00 
  779       3.304648106445e-10       2.727029197406e-12      -1.659314777882e-11       0.000000000000e+00 
  780       3.313384249153e-10       2.690503474952e-12      -1.644729146134e-11       0.000000000000e+00 
  781       3.321942906838e-10       2.654273330900e-12      -1.629717726330e-11       0.000000000000e+00 
  782       3.330319689429e-10       2.618355825504e-12      -1.614286302667e-11       0.000000000000e+00 
  783       3.338510173097e-10       2.582768167882e-12      -1.598440740140e-11       0.000000000000e+00 
  784       3.346509900160e-10       2.547527716460e-12      -1.582186984817e-11       0.000000000000e+00 
  785       3.354314378986e-10       2.512651979414e-12      -1.565531064120e-11       0.000000000000e+00 
  786       3.361919083899e-10       2.478158615116e-12      -1.548479087102e-11       0.000000000000e+00 
  787       3.369319455080e-10       2.444065432574e-12      -1.531037244729e-11       0.000000000000e+00 
  788       3.376510898477e-10       2.410390391876e-12      -1.513211810156e-11       0.000000000000e+00 
  789       3.383488785699e-10       2.377151604636e-12      -1.495009139008e-11       0.000000000000e+00 
  790       3.390248453933e-10       2.344367334434e-12      -1.476435669659e-11       0.000000000000e+00 
  791       3.396785205837e-10       2.312055997261e-12      -1.457497923507e-11       0.000000000000e+00 
  792       3.403094309449e-10       2.280236161963e-12      -1.438202505260e-11       0.000000000000e+00 
  793       3.409170998093e-10       2.248926550683e-12      -1.418556103208e-11       0.000000000000e+00 
  794       3.415010470278e-10       2.218146039302e-12      -1.398565489507e-11       0.000000000000e+00 
  795       3.420607889607e-10       2.187913657889e-12      -1.378237520455e-11       0.000000000000e+00 
  796       3.425958384677e-10       2.158248591139e-12      -1.357579136771e-11       0.000000000000e+00 
  797       3.431057048986e-10       2.129170178816e-12      -1.336597363878e-11       0.000000000000e+00 
  798       3.435899600537e-10       2.100695931057e-12      -1.315299470471e-11       0.000000000000e+00 
  799       3.440484374064e-10       2.072835533585e-12      -1.293693446865e-11       0.000000000000e+00 
  800       3.444810365042e-10       2.045596733757e-12      -1.271787535946e-11       0.000000000000e+00 
  801       3.448876573320e-10       2.018987315843e-12      -1.249590075984e-11       0.000000000000e+00 
  802       3.452682003144e-10       1.993015101097e-12      -1.227109500935e-11       0.000000000000e+00 
  803       3.456225663191e-10       1.967687947825e-12      -1.204354340754e-11       0.000000000000e+00 
  804       3.459506566592e-10       1.943013751458e-12      -1.181333221702e-11       0.000000000000e+00 
  805       3.462523730964e-10       1.919000444618e-12      -1.158054866655e-11       0.000000000000e+00 
  806       3.465276178437e-10       1.895655997190e-12      -1.134528095411e-11       0.000000000000e+00 
  807       3.467762935681e-10       1.872988416391e-12      -1.110761825003e-11       0.000000000000e+00 
  808       3.469983033936e-10       1.851005746839e-12      -1.086765070004e-11       0.000000000000e+00 
  809       3.471935509041e-10       1.829716070624e-12      -1.062546942838e-11       0.000000000000e+00 
  810       3.473619401459e-10       1.809127507378e-12      -1.038116654086e-11       0.000000000000e+00 
  811       3.475033756309e-10       1.789248214341e-12      -1.013483512798e-11       0.000000000000e+00 
  812       3.476177623391e-10       1.770086386437e-12      -9.886569268000e-12       0.000000000000e+00 
  813       3.477050057216e-10       1.751650256339e-12      -9.636464030019e-12       0.000000000000e+00 
  814       3.477650117037e-10       1.733948094538e-12      -9.384615477086e-12       0.000000000000e+00 
