# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2508, i.e. number of multipoles equal to 2507
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  735       2.820636729881e-10       4.282677256864e-12      -1.743060658041e-11       1.179588597591e-14       1.881026982640e-14       6.139012562544e-15      -5.223887336550e-16 
  736       2.831459476730e-10       4.251768783300e-12      -1.749206444941e-11       1.181077874020e-14       1.871587428044e-14       6.136941922554e-15      -5.190401138335e-16 
  737       2.842330466084e-10       4.220451294880e-12      -1.754902995314e-11       1.182579905224e-14       1.862207639450e-14       6.134540690850e-15      -5.156684555320e-16 
  738       2.853244420098e-10       4.188739729166e-12      -1.760148546966e-11       1.184094487367e-14       1.852887246211e-14       6.131808649677e-15      -5.122730039532e-16 
  739       2.864196001968e-10       4.156649203554e-12      -1.764941349098e-11       1.185621413433e-14       1.843625866675e-14       6.128745597804e-15      -5.088529966267e-16 
  740       2.875179815729e-10       4.124195015905e-12      -1.769279662379e-11       1.187160473218e-14       1.834423108140e-14       6.125351350590e-15      -5.054076633826e-16 
  741       2.886190406051e-10       4.091392645159e-12      -1.773161759018e-11       1.188711453313e-14       1.825278566803e-14       6.121625740068e-15      -5.019362263257e-16 
  742       2.897222258043e-10       4.058257751967e-12      -1.776585922837e-11       1.190274137100e-14       1.816191827717e-14       6.117568615012e-15      -4.984378998095e-16 
  743       2.908269797049e-10       4.024806179304e-12      -1.779550449347e-11       1.191848304729e-14       1.807162464741e-14       6.113179841018e-15      -4.949118904098e-16 
  744       2.919327388447e-10       3.991053953101e-12      -1.782053645818e-11       1.193433733118e-14       1.798190040495e-14       6.108459300572e-15      -4.913573968991e-16 
  745       2.930389337448e-10       3.957017282862e-12      -1.784093831355e-11       1.195030195929e-14       1.789274106311e-14       6.103406893132e-15      -4.877736102207e-16 
  746       2.941449888897e-10       3.922712562287e-12      -1.785669336968e-11       1.196637463566e-14       1.780414202189e-14       6.098022535196e-15      -4.841597134618e-16 
  747       2.952503227070e-10       3.888156369900e-12      -1.786778505646e-11       1.198255303156e-14       1.771609856746e-14       6.092306160382e-15      -4.805148818287e-16 
  748       2.963543475472e-10       3.853365469665e-12      -1.787419692432e-11       1.199883478542e-14       1.762860587170e-14       6.086257719496e-15      -4.768382826195e-16 
  749       2.974564696641e-10       3.818356811614e-12      -1.787591264495e-11       1.201521750266e-14       1.754165899177e-14       6.079877180616e-15      -4.731290751993e-16 
  750       2.985560891940e-10       3.783147532467e-12      -1.787291601202e-11       1.203169875560e-14       1.745525286958e-14       6.073164529158e-15      -4.693864109732e-16 
  751       2.996526001360e-10       3.747754956255e-12      -1.786519094193e-11       1.204827608335e-14       1.736938233135e-14       6.066119767956e-15      -4.656094333606e-16 
  752       3.007453903321e-10       3.712196594945e-12      -1.785272147452e-11       1.206494699165e-14       1.728404208714e-14       6.058742917332e-15      -4.617972777695e-16 
  753       3.018338414467e-10       3.676490149060e-12      -1.783549177383e-11       1.208170895279e-14       1.719922673038e-14       6.051034015176e-15      -4.579490715699e-16 
  754       3.029173289465e-10       3.640653508304e-12      -1.781348612881e-11       1.209855940546e-14       1.711493073738e-14       6.042993117017e-15      -4.540639340682e-16 
  755       3.039952220807e-10       3.604704752184e-12      -1.778668895404e-11       1.211549575465e-14       1.703114846688e-14       6.034620296099e-15      -4.501409764811e-16 
  756       3.050668838608e-10       3.568662150632e-12      -1.775508479050e-11       1.213251537150e-14       1.694787415957e-14       6.025915643454e-15      -4.461793019092e-16 
  757       3.061316710403e-10       3.532544164629e-12      -1.771865830626e-11       1.214961559322e-14       1.686510193762e-14       6.016879267980e-15      -4.421780053116e-16 
  758       3.071889340948e-10       3.496369446829e-12      -1.767739429726e-11       1.216679372294e-14       1.678282580423e-14       6.007511296511e-15      -4.381361734794e-16 
  759       3.082380172020e-10       3.460156842178e-12      -1.763127768797e-11       1.218404702961e-14       1.670103964311e-14       5.997811873897e-15      -4.340528850096e-16 
  760       3.092782582212e-10       3.423925388539e-12      -1.758029353218e-11       1.220137274783e-14       1.661973721805e-14       5.987781163074e-15      -4.299272102796e-16 
  761       3.103090440450e-10       3.387693268184e-12      -1.752443644694e-11       1.221876799726e-14       1.653891298661e-14       5.977420072988e-15      -4.257585470359e-16 
  762       3.113299778580e-10       3.351474638953e-12      -1.746373911120e-11       1.223622953908e-14       1.645856455922e-14       5.966732457518e-15      -4.215476342700e-16 
  763       3.123407150444e-10       3.315282743581e-12      -1.739824431491e-11       1.225375401460e-14       1.637869028628e-14       5.955722958850e-15      -4.172955577268e-16 
  764       3.133409080983e-10       3.279130953732e-12      -1.732799557799e-11       1.227133802523e-14       1.629928844796e-14       5.944396283679e-15      -4.130034160931e-16 
  765       3.143302066154e-10       3.243032770410e-12      -1.725303715299e-11       1.228897813232e-14       1.622035725392e-14       5.932757203431e-15      -4.086723210414e-16 
  766       3.153082572840e-10       3.207001824357e-12      -1.717341402778e-11       1.230667085706e-14       1.614189484297e-14       5.920810554487e-15      -4.043033972729e-16 
  767       3.162747038766e-10       3.171051876465e-12      -1.708917192826e-11       1.232441268034e-14       1.606389928280e-14       5.908561238413e-15      -3.998977825615e-16 
  768       3.172291872412e-10       3.135196818178e-12      -1.700035732102e-11       1.234220004258e-14       1.598636856966e-14       5.896014222180e-15      -3.954566277964e-16 
  769       3.181713452925e-10       3.099450671900e-12      -1.690701741601e-11       1.236002934361e-14       1.590930062806e-14       5.883174538391e-15      -3.909810970265e-16 
  770       3.191008130034e-10       3.063827591400e-12      -1.680920016924e-11       1.237789694256e-14       1.583269331049e-14       5.870047285508e-15      -3.864723675029e-16 
  771       3.200172223966e-10       3.028341862215e-12      -1.670695428548e-11       1.239579915768e-14       1.575654439709e-14       5.856637628077e-15      -3.819316297229e-16 
  772       3.209202025353e-10       2.993007902063e-12      -1.660032922092e-11       1.241373226621e-14       1.568085159534e-14       5.842950796949e-15      -3.773600874733e-16 
  773       3.218093795152e-10       2.957840261239e-12      -1.648937518584e-11       1.243169250427e-14       1.560561253979e-14       5.828992089511e-15      -3.727589578737e-16 
  774       3.226843764557e-10       2.922853623029e-12      -1.637414314734e-11       1.244967606671e-14       1.553082479176e-14       5.814766869908e-15      -3.681294714201e-16 
  775       3.235448134908e-10       2.888062804111e-12      -1.625468483199e-11       1.246767910696e-14       1.545648583898e-14       5.800280569271e-15      -3.634728720282e-16 
  776       3.243903077613e-10       2.853482754963e-12      -1.613105272850e-11       1.248569773688e-14       1.538259309535e-14       5.785538685936e-15      -3.587904170768e-16 
  777       3.252204734053e-10       2.819128560265e-12      -1.600330009044e-11       1.250372802668e-14       1.530914390064e-14       5.770546785678e-15      -3.540833774511e-16 
  778       3.260349215502e-10       2.785015439312e-12      -1.587148093891e-11       1.252176600473e-14       1.523613552011e-14       5.755310501929e-15      -3.493530375868e-16 
  779       3.268332603037e-10       2.751158746412e-12      -1.573565006520e-11       1.253980765742e-14       1.516356514430e-14       5.739835536007e-15      -3.446006955124e-16 
  780       3.276150947453e-10       2.717573971297e-12      -1.559586303352e-11       1.255784892908e-14       1.509142988868e-14       5.724127657341e-15      -3.398276628937e-16 
  781       3.283800269175e-10       2.684276739524e-12      -1.545217618363e-11       1.257588572177e-14       1.501972679336e-14       5.708192703694e-15      -3.350352650766e-16 
  782       3.291276558175e-10       2.651282812887e-12      -1.530464663357e-11       1.259391389518e-14       1.494845282277e-14       5.692036581391e-15      -3.302248411306e-16 
  783       3.298575773881e-10       2.618608089817e-12      -1.515333228231e-11       1.261192926651e-14       1.487760486538e-14       5.675665265543e-15      -3.253977438923e-16 
  784       3.305693845095e-10       2.586268605789e-12      -1.499829181244e-11       1.262992761030e-14       1.480717973340e-14       5.659084800273e-15      -3.205553400091e-16 
  785       3.312626669903e-10       2.554280533731e-12      -1.483958469289e-11       1.264790465828e-14       1.473717416245e-14       5.642301298938e-15      -3.156990099820e-16 
  786       3.319370115592e-10       2.522660184427e-12      -1.467727118156e-11       1.266585609931e-14       1.466758481129e-14       5.625320944361e-15      -3.108301482095e-16 
  787       3.325920018559e-10       2.491424006920e-12      -1.451141232801e-11       1.268377757913e-14       1.459840826150e-14       5.608149989048e-15      -3.059501630310e-16 
  788       3.332272184229e-10       2.460588588924e-12      -1.434206997620e-11       1.270166470032e-14       1.452964101716e-14       5.590794755421e-15      -3.010604767699e-16 
  789       3.338422386966e-10       2.430170657226e-12      -1.416930676711e-11       1.271951302211e-14       1.446127950461e-14       5.573261636036e-15      -2.961625257774e-16 
  790       3.344366369990e-10       2.400187078092e-12      -1.399318614145e-11       1.273731806027e-14       1.439332007206e-14       5.555557093816e-15      -2.912577604758e-16 
  791       3.350099845284e-10       2.370654857671e-12      -1.381377234233e-11       1.275507528694e-14       1.432575898937e-14       5.537687662268e-15      -2.863476454017e-16 
  792       3.355618493514e-10       2.341591142406e-12      -1.363113041796e-11       1.277278013052e-14       1.425859244770e-14       5.519659945717e-15      -2.814336592497e-16 
  793       3.360917963939e-10       2.313013219433e-12      -1.344532622435e-11       1.279042797554e-14       1.419181655921e-14       5.501480619523e-15      -2.765172949157e-16 
  794       3.365993874328e-10       2.284938516992e-12      -1.325642642793e-11       1.280801416247e-14       1.412542735677e-14       5.483156430310e-15      -2.716000595404e-16 
  795       3.370841810869e-10       2.257384604832e-12      -1.306449850830e-11       1.282553398766e-14       1.405942079366e-14       5.464694196195e-15      -2.666834745526e-16 
  796       3.375457328086e-10       2.230369194613e-12      -1.286961076088e-11       1.284298270315e-14       1.399379274328e-14       5.446100807006e-15      -2.617690757127e-16 
  797       3.379835948751e-10       2.203910140315e-12      -1.267183229960e-11       1.286035551652e-14       1.392853899879e-14       5.427383224511e-15      -2.568584131562e-16 
  798       3.383973163797e-10       2.178025438643e-12      -1.247123305958e-11       1.287764759082e-14       1.386365527288e-14       5.408548482644e-15      -2.519530514369e-16 
  799       3.387864432235e-10       2.152733229435e-12      -1.226788379982e-11       1.289485404435e-14       1.379913719742e-14       5.389603687730e-15      -2.470545695706e-16 
  800       3.391505875882e-10       2.128049637436e-12      -1.206185671652e-11       1.291197030488e-14       1.373498087842e-14       5.370554685151e-15      -2.421643535004e-16 
  801       3.394896377626e-10       2.103982253669e-12      -1.185322728990e-11       1.292899317941e-14       1.367118457247e-14       5.351402032236e-15      -2.372829692561e-16 
  802       3.398035521261e-10       2.080536535970e-12      -1.164207247637e-11       1.294591980363e-14       1.360774704029e-14       5.332144952365e-15      -2.324107784472e-16 
  803       3.400922900185e-10       2.057717956847e-12      -1.142847010376e-11       1.296274728932e-14       1.354466699402e-14       5.312782661846e-15      -2.275481448100e-16 
  804       3.403558117440e-10       2.035532003479e-12      -1.121249887411e-11       1.297947272427e-14       1.348194309707e-14       5.293314369892e-15      -2.226954342115e-16 
  805       3.405940785754e-10       2.013984177720e-12      -1.099423836646e-11       1.299609317223e-14       1.341957396388e-14       5.273739278594e-15      -2.178530146545e-16 
  806       3.408070527591e-10       1.993079996096e-12      -1.077376903964e-11       1.301260567282e-14       1.335755815976e-14       5.254056582898e-15      -2.130212562819e-16 
  807       3.409946975190e-10       1.972824989811e-12      -1.055117223509e-11       1.302900724147e-14       1.329589420066e-14       5.234265470582e-15      -2.082005313811e-16 
  808       3.411569770607e-10       1.953224704745e-12      -1.032653017966e-11       1.304529486935e-14       1.323458055298e-14       5.214365122229e-15      -2.033912143888e-16 
  809       3.412938565765e-10       1.934284701458e-12      -1.009992598837e-11       1.306146552329e-14       1.317361563340e-14       5.194354711202e-15      -1.985936818955e-16 
  810       3.414053022492e-10       1.916010555192e-12      -9.871443667245e-12       1.307751614570e-14       1.311299780863e-14       5.174233403624e-15      -1.938083126500e-16 
  811       3.414912812568e-10       1.898407855868e-12      -9.641168116106e-12       1.309344365453e-14       1.305272539526e-14       5.154000358348e-15      -1.890354875638e-16 
  812       3.415517617765e-10       1.881482208093e-12      -9.409185131353e-12       1.310924494317e-14       1.299279665953e-14       5.133654726936e-15      -1.842755897161e-16 
  813       3.415867129896e-10       1.865239231158e-12      -9.175581408777e-12       1.312491688041e-14       1.293320981714e-14       5.113195653635e-15      -1.795290043578e-16 
  814       3.415961050854e-10       1.849684559040e-12      -8.940444546351e-12       1.314045631031e-14       1.287396303307e-14       5.092622275349e-15      -1.747961189165e-16 
  815       3.415799092659e-10       1.834823840405e-12      -8.703863047028e-12       1.315586005221e-14       1.281505442136e-14       5.071933721617e-15      -1.700773230006e-16 
  816       3.415380977499e-10       1.820662738609e-12      -8.465926321544e-12       1.317112490059e-14       1.275648204490e-14       5.051129114589e-15      -1.653730084045e-16 
  817       3.414706437775e-10       1.807206931697e-12      -8.226724691207e-12       1.318624762503e-14       1.269824391528e-14       5.030207569001e-15      -1.606835691123e-16 
  818       3.413775216145e-10       1.794462112408e-12      -7.986349390703e-12       1.320122497014e-14       1.264033799254e-14       5.009168192150e-15      -1.560094013033e-16 
  819       3.412587065568e-10       1.782433988174e-12      -7.744892570889e-12       1.321605365548e-14       1.258276218500e-14       4.988010083868e-15      -1.513509033556e-16 
  820       3.411141749345e-10       1.771128281123e-12      -7.502447301592e-12       1.323073037550e-14       1.252551434907e-14       4.966732336502e-15      -1.467084758513e-16 
  821       3.409439041167e-10       1.760550728079e-12      -7.259107574406e-12       1.324525179945e-14       1.246859228901e-14       4.945334034886e-15      -1.420825215811e-16 
  822       3.407478725155e-10       1.750707080567e-12      -7.014968305492e-12       1.325961457132e-14       1.241199375677e-14       4.923814256317e-15      -1.374734455481e-16 
  823       3.405260595905e-10       1.741603104808e-12      -6.770125338373e-12       1.327381530979e-14       1.235571645178e-14       4.902172070531e-15      -1.328816549733e-16 
  824       3.402784458533e-10       1.733244581727e-12      -6.524675446732e-12       1.328785060810e-14       1.229975802076e-14       4.880406539677e-15      -1.283075592995e-16 
  825       3.400050128716e-10       1.725637306952e-12      -6.278716337212e-12       1.330171703405e-14       1.224411605751e-14       4.858516718298e-15      -1.237515701961e-16 
  826       3.397057432738e-10       1.718787090812e-12      -6.032346652211e-12       1.331541112990e-14       1.218878810270e-14       4.836501653298e-15      -1.192141015637e-16 
  827       3.393806207532e-10       1.712699758347e-12      -5.785665972683e-12       1.332892941225e-14       1.213377164370e-14       4.814360383925e-15      -1.146955695383e-16 
  828       3.390296300727e-10       1.707381149299e-12      -5.538774820931e-12       1.334226837207e-14       1.207906411438e-14       4.792091941742e-15      -1.101963924964e-16 
  829       3.386527570687e-10       1.702837118123e-12      -5.291774663410e-12       1.335542447453e-14       1.202466289488e-14       4.769695350605e-15      -1.057169910591e-16 
  830       3.382499886557e-10       1.699073533982e-12      -5.044767913519e-12       1.336839415900e-14       1.197056531144e-14       4.747169626637e-15      -1.012577880968e-16 
  831       3.378213128307e-10       1.696096280750e-12      -4.797857934404e-12       1.338117383893e-14       1.191676863620e-14       4.724513778206e-15      -9.681920873383e-17 
  832       3.373667186776e-10       1.693911257017e-12      -4.551149041754e-12       1.339375990181e-14       1.186327008698e-14       4.701726805895e-15      -9.240168035290e-17 
  833       3.368861963714e-10       1.692524376086e-12      -4.304746506596e-12       1.340614870909e-14       1.181006682711e-14       4.678807702484e-15      -8.800563259966e-17 
  834       3.363797371828e-10       1.691941565975e-12      -4.058756558097e-12       1.341833659611e-14       1.175715596522e-14       4.655755452923e-15      -8.363149738728e-17 
  835       3.358473334823e-10       1.692168769422e-12      -3.813286386359e-12       1.343031987201e-14       1.170453455503e-14       4.632569034306e-15      -7.927970890099e-17 
  836       3.352889787449e-10       1.693211943882e-12      -3.568444145218e-12       1.344209481969e-14       1.165219959518e-14       4.609247415848e-15      -7.495070360261e-17 
  837       3.347046675540e-10       1.695077061533e-12      -3.324338955039e-12       1.345365769572e-14       1.160014802900e-14       4.585789558861e-15      -7.064492023512e-17 
  838       3.340943956064e-10       1.697770109273e-12      -3.081080905517e-12       1.346500473027e-14       1.154837674432e-14       4.562194416728e-15      -6.636279982723e-17 
  839       3.334582030000e-10       1.701295138603e-12      -2.838772944823e-12       1.347613268158e-14       1.149688295897e-14       4.538461595977e-15      -6.210469859932e-17 
  840       3.327963049160e-10       1.705648378078e-12      -2.597486386707e-12       1.348704051000e-14       1.144566538493e-14       4.514593352156e-15      -5.787062501133e-17 
  841       3.321089632192e-10       1.710824018438e-12      -2.357284982862e-12       1.349772773295e-14       1.139472308402e-14       4.490592628629e-15      -5.366049814957e-17 
  842       3.313964433914e-10       1.716816153115e-12      -2.118232999375e-12       1.350819387300e-14       1.134405508394e-14       4.466462398713e-15      -4.947423440051e-17 
  843       3.306590145433e-10       1.723618777910e-12      -1.880395218144e-12       1.351843845792e-14       1.129366037812e-14       4.442205665769e-15      -4.531174744048e-17 
  844       3.298969494264e-10       1.731225790654e-12      -1.643836938299e-12       1.352846102073e-14       1.124353792559e-14       4.417825463284e-15      -4.117294822542e-17 
  845       3.291105244443e-10       1.739630990882e-12      -1.408623977609e-12       1.353826109966e-14       1.119368665086e-14       4.393324854966e-15      -3.705774498055e-17 
  846       3.283000196650e-10       1.748828079504e-12      -1.174822673908e-12       1.354783823823e-14       1.114410544377e-14       4.368706934829e-15      -3.296604319015e-17 
  847       3.274657188322e-10       1.758810658468e-12      -9.424998865038e-13       1.355719198526e-14       1.109479315938e-14       4.343974827278e-15      -2.889774558721e-17 
  848       3.266079093774e-10       1.769572230437e-12      -7.117229975979e-13       1.356632189485e-14       1.104574861780e-14       4.319131687204e-15      -2.485275214322e-17 
  849       3.257268824312e-10       1.781106198453e-12      -4.825599137010e-13       1.357522752649e-14       1.099697060411e-14       4.294180700065e-15      -2.083096005785e-17 
  850       3.248229328353e-10       1.793405865610e-12      -2.550790670488e-13       1.358390844500e-14       1.094845786818e-14       4.269125081981e-15      -1.683226374867e-17 
  851       3.238963591546e-10       1.806464434720e-12      -2.934941701857e-14       1.359236422058e-14       1.090020912456e-14       4.243968079814e-15      -1.285655484087e-17 
  852       3.229474636880e-10       1.820275007985e-12       1.945595484548e-13       1.360059442887e-14       1.085222305234e-14       4.218712971265e-15      -8.903722156999e-18 
  853       3.219765524811e-10       1.834830586666e-12       4.165778114627e-13       1.360859865091e-14       1.080449829503e-14       4.193363064954e-15      -4.973651706672e-18 
  854       3.209839353374e-10       1.850124070751e-12       6.366348227063e-13       1.361637647323e-14       1.075703346040e-14       4.167921700514e-15      -1.066226676281e-18 
  855       3.199699258301e-10       1.866148258628e-12       8.546595000808e-13       1.362392748780e-14       1.070982712039e-14       4.142392248676e-15       2.818672581276e-18 
  856       3.189348413142e-10       1.882895846748e-12       1.070580227259e-12       1.363125129212e-14       1.066287781094e-14       4.116778111358e-15       6.681168556875e-18 
  857       3.178790029377e-10       1.900359429303e-12       1.284324852274e-12       1.363834748922e-14       1.061618403186e-14       4.091082721753e-15       1.052138659545e-17 
  858       3.168027356536e-10       1.918531497887e-12       1.495820686107e-12       1.364521568766e-14       1.056974424673e-14       4.065309544418e-15       1.433945490627e-17 
  859       3.157063682317e-10       1.937404441172e-12       1.704994501264e-12       1.365185550159e-14       1.052355688272e-14       4.039462075359e-15       1.813550457323e-17 
  860       3.145902332704e-10       1.956970544572e-12       1.911772530367e-12       1.365826655074e-14       1.047762033050e-14       4.013543842125e-15       2.190966956510e-17 
  861       3.134546672082e-10       1.977221989919e-12       2.116080464733e-12       1.366444846046e-14       1.043193294409e-14       3.987558403888e-15       2.566208674586e-17 
  862       3.123000103355e-10       1.998150855124e-12       2.317843452960e-12       1.367040086178e-14       1.038649304071e-14       3.961509351538e-15       2.939289588492e-17 
  863       3.111266068064e-10       2.019749113855e-12       2.516986099512e-12       1.367612339134e-14       1.034129890068e-14       3.935400307770e-15       3.310223966746e-17 
  864       3.099348046507e-10       2.042008635200e-12       2.713432463296e-12       1.368161569151e-14       1.029634876728e-14       3.909234927167e-15       3.679026370465e-17 
  865       3.087249557849e-10       2.064921183340e-12       2.907106056256e-12       1.368687741035e-14       1.025164084657e-14       3.883016896295e-15       4.045711654397e-17 
  866       3.074974160249e-10       2.088478417217e-12       3.097929841949e-12       1.369190820168e-14       1.020717330735e-14       3.856749933787e-15       4.410294967948e-17 
  867       3.062525450969e-10       2.112671890204e-12       3.285826234132e-12       1.369670772506e-14       1.016294428093e-14       3.830437790431e-15       4.772791756212e-17 
  868       3.049907066498e-10       2.137493049773e-12       3.470717095345e-12       1.370127564583e-14       1.011895186106e-14       3.804084249260e-15       5.133217760994e-17 
  869       3.037122682662e-10       2.162933237167e-12       3.652523735495e-12       1.370561163516e-14       1.007519410379e-14       3.777693125638e-15       5.491589021844e-17 
  870       3.024176014751e-10       2.188983687069e-12       3.831166910439e-12       1.370971537002e-14       1.003166902730e-14       3.751268267352e-15       5.847921877080e-17 
  871       3.011070817626e-10       2.215635527268e-12       4.006566820571e-12       1.371358653326e-14       9.988374611802e-15       3.724813554695e-15       6.202232964820e-17 
  872       2.997810885846e-10       2.242879778332e-12       4.178643109401e-12       1.371722481360e-14       9.945308799415e-15       3.698332900556e-15       6.554539224007e-17 
  873       2.984400053778e-10       2.270707353277e-12       4.347314862143e-12       1.372062990564e-14       9.902469493999e-15       3.671830250511e-15       6.904857895439e-17 
  874       2.970842195719e-10       2.299109057235e-12       4.512500604295e-12       1.372380150992e-14       9.859854561045e-15       3.645309582907e-15       7.253206522797e-17 
  875       2.957141226010e-10       2.328075587125e-12       4.674118300226e-12       1.372673933293e-14       9.817461827537e-15       3.618774908952e-15       7.599602953673e-17 
  876       2.943301099155e-10       2.357597531321e-12       4.832085351759e-12       1.372944308712e-14       9.775289081818e-15       3.592230272803e-15       7.944065340594e-17 
  877       2.929325809942e-10       2.387665369322e-12       4.986318596754e-12       1.373191249094e-14       9.733334073461e-15       3.565679751654e-15       8.286612142058e-17 
  878       2.915219356921e-10       2.418268899848e-12       5.136745914651e-12       1.373414766866e-14       9.691594784526e-15       3.539127282094e-15       8.627247633238e-17 
  879       2.900985631968e-10       2.449395515365e-12       5.283341257451e-12       1.373615035713e-14       9.650070248564e-15       3.512576135841e-15       8.965918172000e-17 
  880       2.886628529117e-10       2.481031898217e-12       5.426090198386e-12       1.373792271913e-14       9.608759744969e-15       3.486029435468e-15       9.302555207765e-17 
  881       2.872151981148e-10       2.513164589177e-12       5.564978378133e-12       1.373946694546e-14       9.567662528728e-15       3.459490327401e-15       9.637089704696e-17 
  882       2.857559959686e-10       2.545779987028e-12       5.699991505211e-12       1.374078525507e-14       9.526777830332e-15       3.432961981980e-15       9.969452140474e-17 
  883       2.842856475323e-10       2.578864348146e-12       5.831115356359e-12       1.374187989507e-14       9.486104855684e-15       3.406447593521e-15       1.029957250507e-16 
  884       2.828045577724e-10       2.612403786080e-12       5.958335776934e-12       1.374275314089e-14       9.445642786008e-15       3.379950380379e-15       1.062738029953e-16 
  885       2.813131355740e-10       2.646384271130e-12       6.081638681294e-12       1.374340729633e-14       9.405390777761e-15       3.353473585004e-15       1.095280453475e-16 
  886       2.798117937520e-10       2.680791629932e-12       6.201010053188e-12       1.374384469362e-14       9.365347962542e-15       3.327020474008e-15       1.127577373021e-16 
  887       2.783009490624e-10       2.715611545032e-12       6.316435946144e-12       1.374406769357e-14       9.325513446999e-15       3.300594338221e-15       1.159621591282e-16 
  888       2.767810222132e-10       2.750829554475e-12       6.427902483860e-12       1.374407868561e-14       9.285886312741e-15       3.274198492756e-15       1.191405861564e-16 
  889       2.752524378757e-10       2.786431051378e-12       6.535395860589e-12       1.374388008786e-14       9.246465616247e-15       3.247836277069e-15       1.222922887669e-16 
  890       2.737156246957e-10       2.822401283515e-12       6.638902341530e-12       1.374347434728e-14       9.207250388776e-15       3.221511055016e-15       1.254165323767e-16 
  891       2.721710153048e-10       2.858725352896e-12       6.738408263215e-12       1.374286393969e-14       9.168239636276e-15       3.195226214922e-15       1.285125774282e-16 
  892       2.706190463312e-10       2.895388215348e-12       6.833900033899e-12       1.374205136989e-14       9.129432339294e-15       3.168985169635e-15       1.315796793761e-16 
  893       2.690601584111e-10       2.932374680094e-12       6.925364133949e-12       1.374103917174e-14       9.090827452883e-15       3.142791356590e-15       1.346170886758e-16 
  894       2.674947962001e-10       2.969669409337e-12       7.012787116229e-12       1.373982990823e-14       9.052423906518e-15       3.116648237871e-15       1.376240507707e-16 
  895       2.659234083837e-10       3.007256917838e-12       7.096155606493e-12       1.373842617159e-14       9.014220603998e-15       3.090559300270e-15       1.405998060802e-16 
  896       2.643464476894e-10       3.045121572494e-12       7.175456303770e-12       1.373683058337e-14       8.976216423359e-15       3.064528055349e-15       1.435435899873e-16 
  897       2.627643708969e-10       3.083247591927e-12       7.250675980756e-12       1.373504579451e-14       8.938410216787e-15       3.038558039501e-15       1.464546328266e-16 
  898       2.611776388501e-10       3.121619046055e-12       7.321801484198e-12       1.373307448542e-14       8.900800810521e-15       3.012652814013e-15       1.493321598717e-16 
  899       2.595867164677e-10       3.160219855678e-12       7.388819735289e-12       1.373091936612e-14       8.863387004766e-15       2.986815965122e-15       1.521753913231e-16 
  900       2.579920727545e-10       3.199033792057e-12       7.451717730048e-12       1.372858317625e-14       8.826167573603e-15       2.961051104082e-15       1.549835422962e-16 
  901       2.563941808130e-10       3.238044476495e-12       7.510482539717e-12       1.372606868520e-14       8.789141264899e-15       2.935361867221e-15       1.577558228087e-16 
  902       2.547935178538e-10       3.277235379918e-12       7.565101311145e-12       1.372337869220e-14       8.752306800214e-15       2.909751916005e-15       1.604914377683e-16 
  903       2.531905652074e-10       3.316589822455e-12       7.615561267176e-12       1.372051602638e-14       8.715662874713e-15       2.884224937096e-15       1.631895869609e-16 
  904       2.515858083352e-10       3.356090973017e-12       7.661849707040e-12       1.371748354686e-14       8.679208157072e-15       2.858784642415e-15       1.658494650380e-16 
  905       2.499797368405e-10       3.395721848881e-12       7.703954006740e-12       1.371428414288e-14       8.642941289395e-15       2.833434769204e-15       1.684702615045e-16 
  906       2.483728444798e-10       3.435465315266e-12       7.741861619443e-12       1.371092073380e-14       8.606860887115e-15       2.808179080084e-15       1.710511607063e-16 
  907       2.467656291741e-10       3.475304084921e-12       7.775560075863e-12       1.370739626928e-14       8.570965538908e-15       2.783021363119e-15       1.735913418186e-16 
  908       2.451585930198e-10       3.515220717695e-12       7.805036984656e-12       1.370371372928e-14       8.535253806603e-15       2.757965431877e-15       1.760899788329e-16 
  909       2.435522423001e-10       3.555197620127e-12       7.830280032805e-12       1.369987612421e-14       8.499724225090e-15       2.733015125487e-15       1.785462405453e-16 
  910       2.419470874959e-10       3.595217045023e-12       7.851276986008e-12       1.369588649499e-14       8.464375302230e-15       2.708174308707e-15       1.809592905441e-16 
  911       2.403436432973e-10       3.635261091034e-12       7.868015689070e-12       1.369174791313e-14       8.429205518766e-15       2.683446871978e-15       1.833282871974e-16 
  912       2.387424286147e-10       3.675311702241e-12       7.880484066287e-12       1.368746348082e-14       8.394213328228e-15       2.658836731490e-15       1.856523836411e-16 
  913       2.371439665896e-10       3.715350667734e-12       7.888670121838e-12       1.368303633103e-14       8.359397156848e-15       2.634347829241e-15       1.879307277665e-16 
  914       2.355487846064e-10       3.755359621190e-12       7.892561940173e-12       1.367846962757e-14       8.324755403470e-15       2.609984133100e-15       1.901624622080e-16 
  915       2.339574143029e-10       3.795320040458e-12       7.892147686399e-12       1.367376656519e-14       8.290286439451e-15       2.585749636863e-15       1.923467243310e-16 
